chage: changed password expiry for user1
chage: changed password expiry for user2
chage: changed password expiry for user3
chfn: changed user 'user2' information
chfn: changed user 'user3' information
chpasswd: pam_unix(chpasswd:chauthtok): password changed for root
su: pam_unix(su-l:session): session closed for user user1
su: pam_unix(su-l:session): session closed for user user1
su: pam_unix(su-l:session): session closed for user user1
su: pam_unix(su-l:session): session closed for user user1
su: pam_unix(su-l:session): session closed for user user1
su: pam_unix(su-l:session): session closed for user user1
su: pam_unix(su-l:session): session closed for user user1
su: pam_unix(su-l:session): session closed for user user1
su: pam_unix(su-l:session): session closed for user user1
su: pam_unix(su-l:session): session closed for user user1
su: pam_unix(su-l:session): session closed for user user1
su: pam_unix(su-l:session): session closed for user user1
su: pam_unix(su-l:session): session closed for user user2
su: pam_unix(su-l:session): session closed for user user2
su: pam_unix(su-l:session): session closed for user user2
su: pam_unix(su-l:session): session closed for user user2
su: pam_unix(su-l:session): session closed for user user2
su: pam_unix(su-l:session): session closed for user user2
su: pam_unix(su-l:session): session closed for user user2
su: pam_unix(su-l:session): session closed for user user3
su: pam_unix(su-l:session): session closed for user user3
su: pam_unix(su-l:session): session opened for user root(uid=0) by tech(uid=0)
su: pam_unix(su-l:session): session opened for user user1(uid=1001) by root(uid=0)
su: pam_unix(su-l:session): session opened for user user1(uid=1004) by root(uid=0)
su: pam_unix(su-l:session): session opened for user user1(uid=1004) by root(uid=0)
su: pam_unix(su-l:session): session opened for user user1(uid=1004) by root(uid=0)
su: pam_unix(su-l:session): session opened for user user1(uid=1004) by root(uid=0)
su: pam_unix(su-l:session): session opened for user user1(uid=1004) by root(uid=0)
su: pam_unix(su-l:session): session opened for user user1(uid=1004) by root(uid=0)
su: pam_unix(su-l:session): session opened for user user1(uid=1004) by root(uid=0)
su: pam_unix(su-l:session): session opened for user user1(uid=1004) by root(uid=0)
su: pam_unix(su-l:session): session opened for user user1(uid=1004) by root(uid=0)
su: pam_unix(su-l:session): session opened for user user1(uid=1004) by root(uid=0)
su: pam_unix(su-l:session): session opened for user user1(uid=1004) by root(uid=0)
su: pam_unix(su-l:session): session opened for user user1(uid=1004) by root(uid=0)
su: pam_unix(su-l:session): session opened for user user1(uid=1004) by root(uid=0)
su: pam_unix(su-l:session): session opened for user user1(uid=1004) by root(uid=0)
su: pam_unix(su-l:session): session opened for user user2(uid=1002) by root(uid=0)
su: pam_unix(su-l:session): session opened for user user2(uid=1002) by root(uid=0)
su: pam_unix(su-l:session): session opened for user user2(uid=1002) by root(uid=0)
su: pam_unix(su-l:session): session opened for user user2(uid=1002) by root(uid=0)
su: pam_unix(su-l:session): session opened for user user2(uid=1002) by root(uid=0)
su: pam_unix(su-l:session): session opened for user user2(uid=1002) by root(uid=0)
su: pam_unix(su-l:session): session opened for user user2(uid=1002) by root(uid=0)
su: pam_unix(su-l:session): session opened for user user3(uid=1003) by root(uid=0)
su: pam_unix(su-l:session): session opened for user user3(uid=1003) by root(uid=0)
su: pam_unix(su:session): session closed for user user1
su: pam_unix(su:session): session closed for user user1
su: pam_unix(su:session): session closed for user user1
su: pam_unix(su:session): session closed for user user1
su: pam_unix(su:session): session closed for user user2
su: pam_unix(su:session): session closed for user user2
su: pam_unix(su:session): session closed for user user3
su: pam_unix(su:session): session closed for user user3
su: pam_unix(su:session): session closed for user user3
su: pam_unix(su:session): session opened for user user1(uid=1001) by root(uid=0)
su: pam_unix(su:session): session opened for user user1(uid=1004) by root(uid=0)
su: pam_unix(su:session): session opened for user user1(uid=1004) by root(uid=0)
su: pam_unix(su:session): session opened for user user1(uid=1004) by root(uid=0)
su: pam_unix(su:session): session opened for user user2(uid=1002) by root(uid=0)
su: pam_unix(su:session): session opened for user user2(uid=1002) by root(uid=0)
su: pam_unix(su:session): session opened for user user3(uid=1003) by root(uid=0)
su: pam_unix(su:session): session opened for user user3(uid=1003) by root(uid=0)
su: pam_unix(su:session): session opened for user user3(uid=1003) by root(uid=0)
su: (to root) root on pts/0
su: (to user1) root on pts/1
su: (to user1) root on pts/1
su: (to user1) root on pts/1
su: (to user1) root on pts/1
su: (to user1) root on pts/1
su: (to user1) root on pts/1
su: (to user1) root on pts/1
su: (to user1) root on pts/1
su: (to user1) root on pts/1
su: (to user1) root on pts/1
su: (to user1) root on pts/1
su: (to user1) root on pts/1
su: (to user1) root on pts/1
su: (to user1) root on pts/1
su: (to user1) root on pts/1
su: (to user1) root on pts/1
su: (to user1) root on pts/1
su: (to user1) root on pts/1
su: (to user1) root on pts/1
su: (to user2) root on pts/1
su: (to user2) root on pts/1
su: (to user2) root on pts/1
su: (to user2) root on pts/1
su: (to user2) root on pts/1
su: (to user2) root on pts/1
su: (to user2) root on pts/1
su: (to user2) root on pts/1
su: (to user2) root on pts/1
su: (to user3) root on pts/1
su: (to user3) root on pts/1
su: (to user3) root on pts/1
su: (to user3) root on pts/1
su: (to user3) root on pts/1
systemd-logind: Creating /run/nologin, blocking further logins...
systemd-logind: Delay lock is active (UID 0/root, PID 728/unattended-upgr) but inhibitor timeout is reached.
systemd-logind: New seat seat0.
systemd-logind: New seat seat0.
systemd-logind: New seat seat0.
systemd-logind: New seat seat0.
systemd-logind: New seat seat0.
systemd-logind: New session 10 of user root.
systemd-logind: New session 14 of user root.
systemd-logind: New session 17 of user root.
systemd-logind: New session 18 of user root.
systemd-logind: New session 19 of user root.
systemd-logind: New session 1 of user tech.
systemd-logind: New session 20 of user root.
systemd-logind: New session 24 of user root.
systemd-logind: New session 259 of user root.
systemd-logind: New session 25 of user root.
systemd-logind: New session 261 of user root.
systemd-logind: New session 263 of user root.
systemd-logind: New session 265 of user root.
systemd-logind: New session 26 of user root.
systemd-logind: New session 272 of user root.
systemd-logind: New session 274 of user root.
systemd-logind: New session 277 of user root.
systemd-logind: New session 278 of user root.
systemd-logind: New session 27 of user root.
systemd-logind: New session 28 of user root.
systemd-logind: New session 28 of user root.
systemd-logind: New session 2 of user root.
systemd-logind: New session 2 of user root.
systemd-logind: New session 30 of user root.
systemd-logind: New session 30 of user root.
systemd-logind: New session 31 of user root.
systemd-logind: New session 31 of user root.
systemd-logind: New session 32 of user root.
systemd-logind: New session 33 of user root.
systemd-logind: New session 33 of user root.
systemd-logind: New session 35 of user root.
systemd-logind: New session 36 of user root.
systemd-logind: New session 3 of user root.
systemd-logind: New session 40 of user root.
systemd-logind: New session 40 of user root.
systemd-logind: New session 42 of user root.
systemd-logind: New session 43 of user root.
systemd-logind: New session 44 of user root.
systemd-logind: New session 44 of user root.
systemd-logind: New session 47 of user root.
systemd-logind: New session 47 of user root.
systemd-logind: New session 48 of user root.
systemd-logind: New session 49 of user root.
systemd-logind: New session 4 of user root.
systemd-logind: New session 51 of user root.
systemd-logind: New session 52 of user root.
systemd-logind: New session 53 of user root.
systemd-logind: New session 55 of user root.
systemd-logind: New session 57 of user root.
systemd-logind: New session 58 of user root.
systemd-logind: New session 5 of user root.
systemd-logind: New session 6 of user root.
systemd-logind: New session 7 of user root.
systemd-logind: Removed session 10.
systemd-logind: Removed session 14.
systemd-logind: Removed session 17.
systemd-logind: Removed session 18.
systemd-logind: Removed session 19.
systemd-logind: Removed session 2.
systemd-logind: Removed session 2.
systemd-logind: Removed session 20.
systemd-logind: Removed session 24.
systemd-logind: Removed session 25.
systemd-logind: Removed session 259.
systemd-logind: Removed session 26.
systemd-logind: Removed session 261.
systemd-logind: Removed session 263.
systemd-logind: Removed session 265.
systemd-logind: Removed session 27.
systemd-logind: Removed session 272.
systemd-logind: Removed session 277.
systemd-logind: Removed session 278.
systemd-logind: Removed session 28.
systemd-logind: Removed session 28.
systemd-logind: Removed session 3.
systemd-logind: Removed session 30.
systemd-logind: Removed session 30.
systemd-logind: Removed session 31.
systemd-logind: Removed session 31.
systemd-logind: Removed session 32.
systemd-logind: Removed session 33.
systemd-logind: Removed session 33.
systemd-logind: Removed session 35.
systemd-logind: Removed session 36.
systemd-logind: Removed session 4.
systemd-logind: Removed session 40.
systemd-logind: Removed session 40.
systemd-logind: Removed session 42.
systemd-logind: Removed session 43.
systemd-logind: Removed session 44.
systemd-logind: Removed session 44.
systemd-logind: Removed session 47.
systemd-logind: Removed session 49.
systemd-logind: Removed session 5.
systemd-logind: Removed session 51.
systemd-logind: Removed session 52.
systemd-logind: Removed session 53.
systemd-logind: Removed session 55.
systemd-logind: Removed session 57.
systemd-logind: Removed session 58.
systemd-logind: Removed session 6.
systemd-logind: Removed session 7.
systemd-logind: Session 10 logged out. Waiting for processes to exit.
systemd-logind: Session 14 logged out. Waiting for processes to exit.
systemd-logind: Session 17 logged out. Waiting for processes to exit.
systemd-logind: Session 18 logged out. Waiting for processes to exit.
systemd-logind: Session 19 logged out. Waiting for processes to exit.
systemd-logind: Session 20 logged out. Waiting for processes to exit.
systemd-logind: Session 24 logged out. Waiting for processes to exit.
systemd-logind: Session 259 logged out. Waiting for processes to exit.
systemd-logind: Session 25 logged out. Waiting for processes to exit.
systemd-logind: Session 261 logged out. Waiting for processes to exit.
systemd-logind: Session 263 logged out. Waiting for processes to exit.
systemd-logind: Session 265 logged out. Waiting for processes to exit.
systemd-logind: Session 26 logged out. Waiting for processes to exit.
systemd-logind: Session 272 logged out. Waiting for processes to exit.
systemd-logind: Session 277 logged out. Waiting for processes to exit.
systemd-logind: Session 278 logged out. Waiting for processes to exit.
systemd-logind: Session 27 logged out. Waiting for processes to exit.
systemd-logind: Session 28 logged out. Waiting for processes to exit.
systemd-logind: Session 28 logged out. Waiting for processes to exit.
systemd-logind: Session 2 logged out. Waiting for processes to exit.
systemd-logind: Session 2 logged out. Waiting for processes to exit.
systemd-logind: Session 30 logged out. Waiting for processes to exit.
systemd-logind: Session 30 logged out. Waiting for processes to exit.
systemd-logind: Session 31 logged out. Waiting for processes to exit.
systemd-logind: Session 31 logged out. Waiting for processes to exit.
systemd-logind: Session 32 logged out. Waiting for processes to exit.
systemd-logind: Session 33 logged out. Waiting for processes to exit.
systemd-logind: Session 33 logged out. Waiting for processes to exit.
systemd-logind: Session 35 logged out. Waiting for processes to exit.
systemd-logind: Session 36 logged out. Waiting for processes to exit.
systemd-logind: Session 3 logged out. Waiting for processes to exit.
systemd-logind: Session 40 logged out. Waiting for processes to exit.
systemd-logind: Session 40 logged out. Waiting for processes to exit.
systemd-logind: Session 42 logged out. Waiting for processes to exit.
systemd-logind: Session 43 logged out. Waiting for processes to exit.
systemd-logind: Session 44 logged out. Waiting for processes to exit.
systemd-logind: Session 44 logged out. Waiting for processes to exit.
systemd-logind: Session 47 logged out. Waiting for processes to exit.
systemd-logind: Session 49 logged out. Waiting for processes to exit.
systemd-logind: Session 4 logged out. Waiting for processes to exit.
systemd-logind: Session 51 logged out. Waiting for processes to exit.
systemd-logind: Session 52 logged out. Waiting for processes to exit.
systemd-logind: Session 53 logged out. Waiting for processes to exit.
systemd-logind: Session 55 logged out. Waiting for processes to exit.
systemd-logind: Session 57 logged out. Waiting for processes to exit.
systemd-logind: Session 58 logged out. Waiting for processes to exit.
systemd-logind: Session 5 logged out. Waiting for processes to exit.
systemd-logind: Session 6 logged out. Waiting for processes to exit.
systemd-logind: Session 7 logged out. Waiting for processes to exit.
systemd-logind: System is powering down (hypervisor initiated shutdown).
systemd-logind: System is rebooting.
systemd-logind: System is rebooting.
systemd-logind: System is rebooting.
systemd-logind: The system will reboot now!
systemd-logind: The system will reboot now!
systemd-logind: The system will reboot now!
systemd-logind: Watching system buttons on /dev/input/event0 (Power Button)
systemd-logind: Watching system buttons on /dev/input/event0 (Power Button)
systemd-logind: Watching system buttons on /dev/input/event0 (Power Button)
systemd-logind: Watching system buttons on /dev/input/event0 (Power Button)
systemd-logind: Watching system buttons on /dev/input/event0 (Power Button)
systemd-logind: Watching system buttons on /dev/input/event1 (AT Translated Set 2 keyboard)
systemd-logind: Watching system buttons on /dev/input/event1 (AT Translated Set 2 keyboard)
systemd-logind: Watching system buttons on /dev/input/event1 (AT Translated Set 2 keyboard)
systemd-logind: Watching system buttons on /dev/input/event1 (AT Translated Set 2 keyboard)
systemd-logind: Watching system buttons on /dev/input/event1 (AT Translated Set 2 keyboard)
(systemd): pam_unix(systemd-user:session): session opened for user root(uid=0) by root(uid=0)
(systemd): pam_unix(systemd-user:session): session opened for user root(uid=0) by root(uid=0)
(systemd): pam_unix(systemd-user:session): session opened for user root(uid=0) by root(uid=0)
(systemd): pam_unix(systemd-user:session): session opened for user root(uid=0) by root(uid=0)
(systemd): pam_unix(systemd-user:session): session opened for user root(uid=0) by root(uid=0)
(systemd): pam_unix(systemd-user:session): session opened for user root(uid=0) by root(uid=0)
(systemd): pam_unix(systemd-user:session): session opened for user root(uid=0) by root(uid=0)
(systemd): pam_unix(systemd-user:session): session opened for user root(uid=0) by root(uid=0)
(systemd): pam_unix(systemd-user:session): session opened for user root(uid=0) by root(uid=0)
(systemd): pam_unix(systemd-user:session): session opened for user root(uid=0) by root(uid=0)
(systemd): pam_unix(systemd-user:session): session opened for user root(uid=0) by root(uid=0)
(systemd): pam_unix(systemd-user:session): session opened for user root(uid=0) by root(uid=0)
(systemd): pam_unix(systemd-user:session): session opened for user root(uid=0) by root(uid=0)
(systemd): pam_unix(systemd-user:session): session opened for user tech(uid=1000) by tech(uid=0)
useradd: add 'tech' to group 'adm'
useradd: add 'tech' to group 'cdrom'
useradd: add 'tech' to group 'dip'
useradd: add 'tech' to group 'lxd'
useradd: add 'tech' to group 'plugdev'
useradd: add 'tech' to group 'sudo'
useradd: add 'tech' to shadow group 'adm'
useradd: add 'tech' to shadow group 'cdrom'
useradd: add 'tech' to shadow group 'dip'
useradd: add 'tech' to shadow group 'lxd'
useradd: add 'tech' to shadow group 'plugdev'
useradd: add 'tech' to shadow group 'sudo'
useradd: failed adding user 'user1', exit code: 9
useradd: failed adding user 'user1', exit code: 9
useradd: new group: name=tech, GID=1000
useradd: new group: name=user1, GID=1001
useradd: new group: name=user1, GID=1005
useradd: new user: name=tech, UID=1000, GID=1000, home=/home/tech, shell=/bin/bash, from=none
useradd: new user: name=user1, UID=1001, GID=1001, home=/home/user1, shell=/bin/bash, from=/dev/pts/1
useradd: new user: name=user1, UID=1004, GID=1005, home=/home/user1, shell=/bin/bash, from=/dev/pts/1
useradd: new user: name=user2, UID=1002, GID=1002, home=/home/user2, shell=/bin/bash, from=/dev/pts/1
useradd: new user: name=user3, UID=1003, GID=1003, home=/home/user3, shell=/bin/bash, from=/dev/pts/1
userdel: delete 'user1' from group 'custom'
userdel: delete 'user1' from shadow group 'custom'
userdel: delete user 'user1'
userdel: removed group 'user1' owned by 'user1'
usermod: add 'user1' to group 'custom'
usermod: add 'user1' to group 'custom'
usermod: add 'user1' to shadow group 'custom'
usermod: add 'user1' to shadow group 'custom'
usermod: add 'user2' to group 'custom'
usermod: add 'user2' to shadow group 'custom'
usermod: add 'user3' to group 'custom'
usermod: add 'user3' to shadow group 'custom'
usermod: change user 'user3' shell from '/bin/bash' to '/usr/sbin/nologin'
